country_code,country_name,year,population,net_migration,gdp_per_capita,life_expectancy,fertility_rate,region,income_level,capital,migration_rate,migration_type,pop_growth,gdp_category
DOM,Dominican Republic,2022,11230734,-35153.0,10104.2449349081,74.211,2.267,Latin America & Caribbean,Upper middle income,Santo Domingo,-3.1300714628269177,Net Emigration,0.9642489452038161,Upper Middle
DOM,Dominican Republic,2023,11331265,-34915.0,10630.431743829,73.72,2.243,Latin America & Caribbean,Upper middle income,Santo Domingo,-3.081297630935293,Net Emigration,0.8951418491436103,Upper Middle
DOM,Dominican Republic,2024,11427557,-34806.0,10875.6618443092,73.72,2.243,Latin America & Caribbean,Upper middle income,Santo Domingo,-3.0457953524099683,Net Emigration,0.8497903808621476,Upper Middle
DZA,Algeria,2016,40850721,-6438.0,4424.98529027556,75.31,3.091,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Algiers,-0.15759819759362387,Net Emigration,,Lower Middle
DZA,Algeria,2017,41689299,-14403.0,4554.66753957828,75.431,3.09,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Algiers,-0.3454843411974857,Net Emigration,2.0527862898674476,Lower Middle
DZA,Algeria,2018,42505035,-27146.0,4577.21029180491,75.555,3.019,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Algiers,-0.6386537500792553,Net Emigration,1.9567035655840614,Lower Middle
DZA,Algeria,2019,43294546,-27786.0,4468.45341883656,75.682,2.997,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Algiers,-0.6417898457694879,Net Emigration,1.857452887640254,Lower Middle
DZA,Algeria,2020,44042091,-10798.0,3743.5419522929,73.257,2.94,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Algiers,-0.24517455358783943,Net Emigration,1.7266493567111185,Lower Middle
DZA,Algeria,2021,44761099,-10803.0,4160.55926736925,75.208,2.87,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Algiers,-0.24134796154133747,Net Emigration,1.632547373829274,Lower Middle
DZA,Algeria,2022,45477389,-14684.0,4960.30334332888,76.129,2.817,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Algiers,-0.32288573119270325,Net Emigration,1.600251146648568,Lower Middle
DZA,Algeria,2023,46164219,-25963.0,5370.477235078,76.261,2.766,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Algiers,-0.5624052688945089,Net Emigration,1.510267003235377,Upper Middle
DZA,Algeria,2024,46814308,-31240.0,5752.99076651465,76.261,2.766,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Algiers,-0.6673173509261314,Net Emigration,1.4082096785824616,Upper Middle
ECU,Ecuador,2016,16505139,35461.0,5917.63771271481,76.094,2.122,Latin America & Caribbean,Upper middle income,Quito,2.1484823605544916,Net Immigration,,Upper Middle
ECU,Ecuador,2017,16759519,53707.0,6233.32244797718,76.22,2.128,Latin America & Caribbean,Upper middle income,Quito,3.2045669091099813,Net Immigration,1.541216950672153,Upper Middle
ECU,Ecuador,2018,17049547,95482.0,6303.91886658338,77.248,2.111,Latin America & Caribbean,Upper middle income,Quito,5.600266095046397,Net Immigration,1.7305269918546085,Upper Middle
ECU,Ecuador,2019,17340021,54921.0,6205.05765246766,77.286,2.035,Latin America & Caribbean,Upper middle income,Quito,3.1672972022352224,Net Immigration,1.7037050896425487,Upper Middle
ECU,Ecuador,2020,17546065,-10320.0,5463.64515348598,72.004,1.967,Latin America & Caribbean,Upper middle income,Quito,-0.5881660645848513,Net Emigration,1.188256923102915,Upper Middle
ECU,Ecuador,2021,17682454,-28503.0,6061.32350181711,72.746,1.909,Latin America & Caribbean,Upper middle income,Quito,-1.611936895184345,Net Emigration,0.777319587041303,Upper Middle
ECU,Ecuador,2022,17823897,-23090.0,6515.58528418336,76.577,1.861,Latin America & Caribbean,Upper middle income,Quito,-1.295451830764058,Net Emigration,0.7999059406573306,Upper Middle
ECU,Ecuador,2023,17980083,-21948.0,6737.84748379638,77.392,1.823,Latin America & Caribbean,Upper middle income,Quito,-1.2206840202016866,Net Emigration,0.8762730170624344,Upper Middle
ECU,Ecuador,2024,18135478,-19704.0,6874.705739766,77.392,1.823,Latin America & Caribbean,Upper middle income,Quito,-1.0864891457506662,Net Emigration,0.8642618613050823,Upper Middle
EGY,"Egypt, Arab Rep.",2016,101644589,-71604.0,3270.6287768197,70.437,3.35,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Cairo,-0.70445461686111,Net Emigration,,Lower Middle
EGY,"Egypt, Arab Rep.",2017,103696057,-80000.0,2395.10333299491,70.709,3.31,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Cairo,-0.7714854577353891,Net Emigration,2.0182756604977703,Lower Middle
EGY,"Egypt, Arab Rep.",2018,105682094,20788.0,2484.70315630508,70.974,3.02,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Cairo,0.19670314253992735,Net Immigration,1.9152483300305168,Lower Middle
EGY,"Egypt, Arab Rep.",2019,107553158,7050.0,2962.98892023003,71.213,2.87,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Cairo,0.06554898183463846,Net Immigration,1.7704645405682395,Lower Middle
EGY,"Egypt, Arab Rep.",2020,109315124,6016.0,3511.11381026379,69.79,2.85,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Cairo,0.05503355601554274,Net Immigration,1.638228047195045,Lower Middle
EGY,"Egypt, Arab Rep.",2021,110957008,6161.0,3827.35415374308,68.976,2.75,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Cairo,0.05552601057880003,Net Immigration,1.5019733225569043,Lower Middle
EGY,"Egypt, Arab Rep.",2022,112618250,13707.0,4233.30783744856,71.01,2.75,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Cairo,0.12171206709392128,Net Immigration,1.49719430069708,Lower Middle
EGY,"Egypt, Arab Rep.",2023,114535772,305006.0,3456.78968456253,71.633,2.75,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Cairo,2.6629758954259284,Net Immigration,1.7026743001245404,Lower Middle
EGY,"Egypt, Arab Rep.",2024,116538258,123884.0,3338.47371395895,71.633,2.75,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Cairo,1.0630328797260724,Net Immigration,1.7483498517825602,Lower Middle
ERI,Eritrea,2016,3124698,-55431.0,,66.242,4.164,Sub-Saharan Africa,Low income,Asmara,-17.739634358264386,Net Emigration,,
ERI,Eritrea,2017,3150347,-38579.0,,66.612,4.112,Sub-Saharan Africa,Low income,Asmara,-12.24595258871483,Net Emigration,0.8208473266856586,
ERI,Eritrea,2018,3192760,-21403.0,,66.979,4.056,Sub-Saharan Africa,Low income,Asmara,-6.703604404966236,Net Emigration,1.3462961381714544,
ERI,Eritrea,2019,3240194,-29818.0,,67.306,3.997,Sub-Saharan Africa,Low income,Asmara,-9.202535403744344,Net Emigration,1.4856738370563338,
ERI,Eritrea,2020,3291271,-14967.0,,66.98,3.933,Sub-Saharan Africa,Low income,Asmara,-4.547483327869385,Net Emigration,1.5763562305219914,
ERI,Eritrea,2021,3350183,-14966.0,,66.94,3.867,Sub-Saharan Africa,Low income,Asmara,-4.467218656413695,Net Emigration,1.7899468017066988,
ERI,Eritrea,2022,3409447,-17134.0,,67.789,3.786,Sub-Saharan Africa,Low income,Asmara,-5.0254484084955715,Net Emigration,1.768977993142462,
ERI,Eritrea,2023,3470390,-15284.0,,68.624,3.713,Sub-Saharan Africa,Low income,Asmara,-4.404115963911837,Net Emigration,1.7874746256504315,
ERI,Eritrea,2024,3535603,-12696.0,,68.624,3.713,Sub-Saharan Africa,Low income,Asmara,-3.5909009014869597,Net Emigration,1.8791259771956392,
ESP,Spain,2016,46458139,106474.0,26755.6061149398,83.3292682926829,1.33,Europe & Central Asia,High income,Madrid,2.2918266269770298,Net Immigration,,High Income
ESP,Spain,2017,46571232,201135.0,28381.3425596906,83.2829268292683,1.31,Europe & Central Asia,High income,Madrid,4.318867922583624,Net Immigration,0.24342989718120212,High Income
ESP,Spain,2018,46782011,337467.0,30602.4212881113,83.4317073170732,1.26,Europe & Central Asia,High income,Madrid,7.2136061017129,Net Immigration,0.45259485512429976,High Income
ESP,Spain,2019,47118501,464783.0,29786.5245689007,83.8317073170732,1.23,Europe & Central Asia,High income,Madrid,9.864129591049595,Net Immigration,0.7192722005900931,High Income
ESP,Spain,2020,47359424,236854.0,27233.9426461608,82.2317073170732,1.18,Europe & Central Asia,High income,Madrid,5.001201028120612,Net Immigration,0.5113129553930396,High Income
ESP,Spain,2021,47443821,144385.0,30799.4775937775,83.1780487804878,1.18,Europe & Central Asia,High income,Madrid,3.0432835500327853,Net Immigration,0.17820529236165505,High Income
ESP,Spain,2022,47786102,299779.0,30319.4987196616,83.1341463414634,1.16,Europe & Central Asia,High income,Madrid,6.2733511931983905,Net Immigration,0.721444843154595,High Income
ESP,Spain,2023,48352528,119099.0,33493.2225409111,83.8829268292683,1.12,Europe & Central Asia,High income,Madrid,2.463139052419348,Net Immigration,1.1853362720399385,High Income
ESP,Spain,2024,48848840,111674.0,35326.7683069278,83.8829268292683,1.12,Europe & Central Asia,High income,Madrid,2.286113651828784,Net Immigration,1.0264447807154964,High Income
EST,Estonia,2016,1315790,1081.0,18666.3736521706,77.6414634146342,1.6,Europe & Central Asia,High income,Tallinn,0.8215596713761315,Net Immigration,,Upper Middle
EST,Estonia,2017,1317384,5202.0,20851.5223496861,78.0926829268293,1.59,Europe & Central Asia,High income,Tallinn,3.9487347652620644,Net Immigration,0.12114395154241286,High Income
EST,Estonia,2018,1321977,7089.0,23618.1361254581,78.2439024390244,1.67,Europe & Central Asia,High income,Tallinn,5.362423098132569,Net Immigration,0.34864549744038076,High Income
EST,Estonia,2019,1326898,5386.0,24021.2501413306,78.6463414634147,1.66,Europe & Central Asia,High income,Tallinn,4.059091203694632,Net Immigration,0.37224550805345924,High Income
EST,Estonia,2020,1329522,3694.0,23933.9939421065,78.5951219512195,1.58,Europe & Central Asia,High income,Tallinn,2.7784421769628485,Net Immigration,0.19775446191041546,High Income
EST,Estonia,2021,1330932,7043.0,27951.1659277744,76.9439024390244,1.61,Europe & Central Asia,High income,Tallinn,5.291780496674511,Net Immigration,0.10605315293767958,High Income
EST,Estonia,2022,1348840,39754.0,28340.3826549406,77.8439024390244,1.41,Europe & Central Asia,High income,Tallinn,29.47273212538181,Net Immigration,1.3455232874406864,High Income
EST,Estonia,2023,1370286,5717.0,30264.0064885057,78.490243902439,1.31,Europe & Central Asia,High income,Tallinn,4.172121732251515,Net Immigration,1.5899587793956282,High Income
EST,Estonia,2024,1372341,-7742.0,31428.3547816104,78.490243902439,1.31,Europe & Central Asia,High income,Tallinn,-5.641455002801782,Net Emigration,0.14996869266707957,High Income
ETH,Ethiopia,2016,106718162,115823.0,641.651523286233,64.162,4.473,Sub-Saharan Africa,Not classified,Addis Ababa,1.0853166680288215,Net Immigration,,Low Income
ETH,Ethiopia,2017,109666481,71766.0,696.348429076216,64.766,4.401,Sub-Saharan Africa,Not classified,Addis Ababa,0.6544023237145724,Net Immigration,2.7627153098832347,Low Income
ETH,Ethiopia,2018,112664152,9302.0,739.702022272086,65.257,4.371,Sub-Saharan Africa,Not classified,Addis Ababa,0.08256397296630787,Net Immigration,2.733443229568011,Low Income
ETH,Ethiopia,2019,115737383,-10807.0,793.473247210264,65.741,4.347,Sub-Saharan Africa,Not classified,Addis Ababa,-0.09337518889640005,Net Emigration,2.7277807052592973,Low Income
ETH,Ethiopia,2020,118917671,38866.0,829.790982547947,65.969,4.274,Sub-Saharan Africa,Not classified,Addis Ababa,0.3268311569943209,Net Immigration,2.747848549504517,Low Income
ETH,Ethiopia,2021,122138588,-1377.0,893.00983544905,65.33,4.177,Sub-Saharan Africa,Not classified,Addis Ababa,-0.011274078262637195,Net Emigration,2.708526809274625,Low Income
ETH,Ethiopia,2022,125384287,-11996.0,982.103161506992,66.897,4.082,Sub-Saharan Africa,Not classified,Addis Ababa,-0.09567387020352877,Net Emigration,2.657390308130947,Low Income
ETH,Ethiopia,2023,128691692,-11996.0,1055.81091592527,67.315,3.989,Sub-Saharan Africa,Not classified,Addis Ababa,-0.09321503053981138,Net Emigration,2.6378145771965844,Lower Middle
ETH,Ethiopia,2024,132059767,30069.0,1133.88279681719,67.315,3.989,Sub-Saharan Africa,Not classified,Addis Ababa,0.2276923599297279,Net Immigration,2.6171658384909646,Lower Middle
FIN,Finland,2016,5495303,17321.0,43451.2562442158,81.4292682926829,1.57,Europe & Central Asia,High income,Helsinki,3.1519645049599627,Net Immigration,,High Income
FIN,Finland,2017,5508214,13356.0,46085.0174739036,81.6317073170732,1.49,Europe & Central Asia,High income,Helsinki,2.4247423938140384,Net Immigration,0.23494609851357762,High Income
FIN,Finland,2018,5515525,11822.0,49654.2497035329,81.7341463414634,1.41,Europe & Central Asia,High income,Helsinki,2.1434042996813543,Net Immigration,0.13272904792733797,High Income
FIN,Finland,2019,5521606,15671.0,48358.1807773701,81.9829268292683,1.35,Europe & Central Asia,High income,Helsinki,2.8381235459393515,Net Immigration,0.1102524238399738,High Income
FIN,Finland,2020,5529543,17504.0,48828.6846862799,81.9317073170732,1.37,Europe & Central Asia,High income,Helsinki,3.1655418901706707,Net Immigration,0.14374441059359366,High Income
FIN,Finland,2021,5541017,22484.0,53099.1351400148,81.8853658536585,1.46,Europe & Central Asia,High income,Helsinki,4.057738859130012,Net Immigration,0.2075035857393548,High Income
FIN,Finland,2022,5556106,60353.0,50440.560224974,81.1878048780488,1.32,Europe & Central Asia,High income,Helsinki,10.862463747091939,Net Immigration,0.2723146310505742,High Income
FIN,Finland,2023,5583911,38156.0,52834.2916752703,81.6853658536585,1.26,Europe & Central Asia,High income,Helsinki,6.833203466172724,Net Immigration,0.5004404163635456,High Income
FIN,Finland,2024,5619911,26894.0,53149.7671934051,81.6853658536585,1.26,Europe & Central Asia,High income,Helsinki,4.785485037040623,Net Immigration,0.6447094160347389,High Income
FJI,Fiji,2016,919166,-10441.0,5363.79026679243,66.657,2.518,East Asia & Pacific,Upper middle income,Suva,-11.359210414658506,Net Emigration,,Upper Middle
FJI,Fiji,2017,918759,-11607.0,5826.84814459328,67.06,2.461,East Asia & Pacific,Upper middle income,Suva,-12.63334563253258,Net Emigration,-0.044279270556135675,Upper Middle
FJI,Fiji,2018,917180,-11738.0,6085.41979485376,66.965,2.419,East Asia & Pacific,Upper middle income,Suva,-12.797924071610806,Net Emigration,-0.1718622620295429,Upper Middle
FJI,Fiji,2019,914899,-11873.0,5842.07344577597,67.009,2.385,East Asia & Pacific,Upper middle income,Suva,-12.977388760945196,Net Emigration,-0.24869709326413858,Upper Middle
FJI,Fiji,2020,914963,-6008.0,4620.6457238014,66.924,2.357,East Asia & Pacific,Upper middle income,Suva,-6.566385744560162,Net Emigration,0.006995307678780982,Lower Middle
FJI,Fiji,2021,916711,-6008.0,4536.73312110335,64.904,2.332,East Asia & Pacific,Upper middle income,Suva,-6.553864849445463,Net Emigration,0.19104597672254808,Lower Middle
FJI,Fiji,2022,919422,-3557.0,5414.12092119088,67.148,2.305,East Asia & Pacific,Upper middle income,Suva,-3.8687349225926724,Net Emigration,0.2957311519115713,Upper Middle
FJI,Fiji,2023,924145,-3289.0,5926.20586394763,67.316,2.281,East Asia & Pacific,Upper middle income,Suva,-3.558965313884726,Net Emigration,0.5136922979872116,Upper Middle
FJI,Fiji,2024,928784,-3278.0,6425.74151715712,67.316,2.281,East Asia & Pacific,Upper middle income,Suva,-3.5293458974314804,Net Emigration,0.5019775035302931,Upper Middle
FRA,France,2016,66724104,15548.0,37024.2157133669,82.5731707317073,1.92,Europe & Central Asia,High income,Paris,0.23301923994363416,Net Immigration,,High Income
FRA,France,2017,66918020,102984.0,38687.1626407164,82.5756097560976,1.89,Europe & Central Asia,High income,Paris,1.5389576679046988,Net Immigration,0.29062361032228257,High Income
FRA,France,2018,67158348,132925.0,41418.1766484844,82.6756097560976,1.87,Europe & Central Asia,High income,Paris,1.9792773937798471,Net Immigration,0.3591379422164698,High Income
FRA,France,2019,67382061,71972.0,40408.2848574751,82.8268292682927,1.86,Europe & Central Asia,High income,Paris,1.0681181152948112,Net Immigration,0.33311272040223994,High Income
FRA,France,2020,67601110,145593.0,39169.8606000707,82.1756097560976,1.83,Europe & Central Asia,High income,Paris,2.1537072394225483,Net Immigration,0.32508504006727446,High Income
FRA,France,2021,67842811,131465.0,43725.0999521245,82.3243902439024,1.84,Europe & Central Asia,High income,Paris,1.9377882204792487,Net Immigration,0.35753998713925483,High Income
FRA,France,2022,68184457,179377.0,40988.6396406579,82.1292682926829,1.79,Europe & Central Asia,High income,Paris,2.6307608492064403,Net Immigration,0.5035846760535811,High Income
FRA,France,2023,68372286,91862.0,44700.1384177544,82.9292682926829,1.66,Europe & Central Asia,High income,Paris,1.3435560718271142,Net Immigration,0.27547187183729616,High Income
FRA,France,2024,68551653,90527.0,46103.0840855884,82.9292682926829,1.66,Europe & Central Asia,High income,Paris,1.3205662597224315,Net Immigration,0.262338749358193,High Income
FRO,Faroe Islands,2016,49464,541.0,56875.2803813296,81.9926829268293,2.6393,Europe & Central Asia,High income,Torshavn,10.937247290959082,Net Immigration,,High Income
FRO,Faroe Islands,2017,50180,634.0,59387.353086482,82.1439024390244,2.4926,Europe & Central Asia,High income,Torshavn,12.634515743324034,Net Immigration,1.4475173863820245,High Income
FRO,Faroe Islands,2018,50996,676.0,62526.4908515743,82.2926829268293,2.5118,Europe & Central Asia,High income,Torshavn,13.255941642481762,Net Immigration,1.6261458748505486,High Income
FRO,Faroe Islands,2019,51792,670.0,63068.2872688483,82.4439024390244,2.4341,Europe & Central Asia,High income,Torshavn,12.936360827927093,Net Immigration,1.5609067377833519,High Income
FRO,Faroe Islands,2020,52565,548.0,62243.1905561324,82.6439024390244,2.3498,Europe & Central Asia,High income,Torshavn,10.425187862646247,Net Immigration,1.4925084955205392,High Income
FRO,Faroe Islands,2021,53296,662.0,69415.1853254579,82.8439024390244,2.325,Europe & Central Asia,High income,Torshavn,12.42119483638547,Net Immigration,1.390659183867582,High Income
FRO,Faroe Islands,2022,53912,614.0,67058.2022648126,82.9439024390244,2.0713,Europe & Central Asia,High income,Torshavn,11.388930108324677,Net Immigration,1.155809066346447,High Income
FRO,Faroe Islands,2023,54414,599.0,72465.3769660215,83.1439024390244,1.8586,Europe & Central Asia,High income,Torshavn,11.00819642003896,Net Immigration,0.9311470544591138,High Income
FRO,Faroe Islands,2024,54681,488.0,74119.6607553879,83.1439024390244,1.8586,Europe & Central Asia,High income,Torshavn,8.924489310729504,Net Immigration,0.4906825449332963,High Income
FSM,"Micronesia, Fed. Sts.",2016,109075,-1346.0,2979.60119184048,65.576,3.001,East Asia & Pacific,Lower middle income,Palikir,-12.340132936053175,Net Emigration,,Lower Middle
FSM,"Micronesia, Fed. Sts.",2017,109481,-1281.0,3279.10779039285,65.761,2.957,East Asia & Pacific,Lower middle income,Palikir,-11.700660388560573,Net Emigration,0.37222094888837987,Lower Middle
FSM,"Micronesia, Fed. Sts.",2018,109909,-1281.0,3566.58690371125,65.943,2.922,East Asia & Pacific,Lower middle income,Palikir,-11.655096488913555,Net Emigration,0.3909354134507437,Lower Middle
FSM,"Micronesia, Fed. Sts.",2019,110282,-1360.0,3572.65918282222,66.196,2.883,East Asia & Pacific,Lower middle income,Palikir,-12.332021544767052,Net Emigration,0.33937166201130076,Lower Middle
FSM,"Micronesia, Fed. Sts.",2020,110916,-680.0,3362.02802120524,65.878,2.852,East Asia & Pacific,Lower middle income,Palikir,-6.13076562443651,Net Emigration,0.5748898278957526,Lower Middle
FSM,"Micronesia, Fed. Sts.",2021,111624,-1190.0,3508.22314197664,66.152,2.818,East Asia & Pacific,Lower middle income,Palikir,-10.660789794309467,Net Emigration,0.6383208914854555,Lower Middle
FSM,"Micronesia, Fed. Sts.",2022,112114,-1159.0,3710.12451611752,66.961,2.785,East Asia & Pacific,Lower middle income,Palikir,-10.337691992079492,Net Emigration,0.43897369741274783,Lower Middle
FSM,"Micronesia, Fed. Sts.",2023,112630,-1134.0,3919.64307910859,67.198,2.748,East Asia & Pacific,Lower middle income,Palikir,-10.068365444375388,Net Emigration,0.4602458212176863,Lower Middle
FSM,"Micronesia, Fed. Sts.",2024,113160,-1104.0,4166.00476748564,67.198,2.748,East Asia & Pacific,Lower middle income,Palikir,-9.75609756097561,Net Emigration,0.47056734440202863,Lower Middle
GAB,Gabon,2016,2100306,7398.0,6677.07003901644,66.583,3.921,Sub-Saharan Africa,Upper middle income,Libreville,3.5223438870336037,Net Immigration,,Upper Middle
GAB,Gabon,2017,2156900,4013.0,6921.73373135624,66.816,3.913,Sub-Saharan Africa,Upper middle income,Libreville,1.860540590662525,Net Immigration,2.6945597451038195,Upper Middle
GAB,Gabon,2018,2212318,2886.0,7624.2775233771,67.043,3.908,Sub-Saharan Africa,Upper middle income,Libreville,1.3045140888425624,Net Immigration,2.5693356205665596,Upper Middle
GAB,Gabon,2019,2267706,2233.0,7441.1786472281,67.337,3.884,Sub-Saharan Africa,Upper middle income,Libreville,0.9846955469536174,Net Immigration,2.5036183767433107,Upper Middle
GAB,Gabon,2020,2322539,1506.0,6605.80346077565,67.073,3.831,Sub-Saharan Africa,Upper middle income,Libreville,0.6484282933462042,Net Immigration,2.417994219709252,Upper Middle
GAB,Gabon,2021,2376722,1503.0,8181.40914134656,67.072,3.776,Sub-Saharan Africa,Upper middle income,Libreville,0.632383593874252,Net Immigration,2.3329209972362097,Upper Middle
GAB,Gabon,2022,2430747,987.0,8409.2074145028,67.713,3.712,Sub-Saharan Africa,Upper middle income,Libreville,0.4060480173378801,Net Immigration,2.273088733137496,Upper Middle
GAB,Gabon,2023,2484789,987.0,7802.82433276138,68.337,3.647,Sub-Saharan Africa,Upper middle income,Libreville,0.3972168260564579,Net Immigration,2.223267168487708,Upper Middle
GAB,Gabon,2024,2538952,1105.0,8230.04311451151,68.337,3.647,Sub-Saharan Africa,Upper middle income,Libreville,0.43521894072830053,Net Immigration,2.1797826696753786,Upper Middle
GBR,United Kingdom,2016,65607000,324649.0,41257.9085545556,81.1560975609756,1.79,Europe & Central Asia,High income,London,4.948389653543067,Net Immigration,,High Income
GBR,United Kingdom,2017,65966000,272311.0,40916.8115070354,81.2560975609756,1.74,Europe & Central Asia,High income,London,4.128050814055726,Net Immigration,0.5471977075616863,High Income
GBR,United Kingdom,2018,66289000,259744.0,43702.9976303165,81.2560975609756,1.68,Europe & Central Asia,High income,London,3.9183574952103664,Net Immigration,0.48964618136615456,High Income
GBR,United Kingdom,2019,66631000,232727.0,43158.7411267323,81.3691219512195,1.632,Europe & Central Asia,High income,London,3.4927736338941333,Net Immigration,0.5159227021074297,High Income
GBR,United Kingdom,2020,66744000,144221.0,40812.6794663879,80.331756097561,1.571,Europe & Central Asia,High income,London,2.160808462183867,Net Immigration,0.16959073104110267,High Income
GBR,United Kingdom,2021,66984000,462967.0,47691.3768799404,80.6473170731707,1.583,Europe & Central Asia,High income,London,6.911605756598591,Net Immigration,0.3595828838547366,High Income
GBR,United Kingdom,2022,67604000,487029.0,47057.043229179,81.0112195121951,1.56,Europe & Central Asia,High income,London,7.204144725164192,Net Immigration,0.9255941717425165,High Income
GBR,United Kingdom,2023,68492000,445523.0,49944.4702124201,81.2380975609756,1.56,Europe & Central Asia,High income,London,6.50474507971734,Net Immigration,1.3135317436838045,High Income
GBR,United Kingdom,2024,69226000,417114.0,53246.3676145108,81.2380975609756,1.56,Europe & Central Asia,High income,London,6.025395082772369,Net Immigration,1.0716580038544699,High Income
GEO,Georgia,2016,3727505,-10588.0,4143.40125686315,73.136,2.228,Europe & Central Asia,Upper middle income,Tbilisi,-2.840505914814333,Net Emigration,,Lower Middle
GEO,Georgia,2017,3728004,-7889.0,4418.75206546679,73.435,2.136,Europe & Central Asia,Upper middle income,Tbilisi,-2.1161457981268263,Net Emigration,0.013386970641215967,Lower Middle
GEO,Georgia,2018,3726549,-5176.0,4804.0546040444,73.985,2.093,Europe & Central Asia,Upper middle income,Tbilisi,-1.3889526207759513,Net Emigration,-0.03902892808055336,Lower Middle
GEO,Georgia,2019,3720161,-5412.0,4741.2832715876,74.165,2.021,Europe & Central Asia,Upper middle income,Tbilisi,-1.4547757476087728,Net Emigration,-0.1714186503384285,Lower Middle
GEO,Georgia,2020,3722716,-2738.0,4300.85701291207,73.509,1.976,Europe & Central Asia,Upper middle income,Tbilisi,-0.7354845225904957,Net Emigration,0.06867982326570488,Lower Middle
GEO,Georgia,2021,3708610,-2738.0,5083.60695484577,71.635,1.98,Europe & Central Asia,Upper middle income,Tbilisi,-0.7382819978374647,Net Emigration,-0.3789168983075797,Upper Middle
GEO,Georgia,2022,3712502,26999.0,6729.84659930283,74.141,1.82,Europe & Central Asia,Upper middle income,Tbilisi,7.272453994637579,Net Immigration,0.1049449793858015,Upper Middle
GEO,Georgia,2023,3715483,2003.0,8283.66960652261,74.496,1.81,Europe & Central Asia,Upper middle income,Tbilisi,0.5390954554226194,Net Immigration,0.0802962530390472,Upper Middle
GEO,Georgia,2024,3699557,1745.0,9241.49122313713,74.496,1.81,Europe & Central Asia,Upper middle income,Tbilisi,0.47167809551251677,Net Immigration,-0.4286387530234914,Upper Middle
GHA,Ghana,2016,29356742,7009.0,1912.47991339951,63.522,3.873,Sub-Saharan Africa,Lower middle income,Accra,0.23875265177586805,Net Immigration,,Lower Middle
GHA,Ghana,2017,30008354,-4913.0,2012.28662641265,63.829,3.715,Sub-Saharan Africa,Lower middle income,Accra,-0.16372107580442433,Net Emigration,2.21963322769263,Lower Middle
GHA,Ghana,2018,30637585,-19375.0,2195.32166016377,64.138,3.65,Sub-Saharan Africa,Lower middle income,Accra,-0.632393186342853,Net Emigration,2.0968527630672362,Lower Middle
GHA,Ghana,2019,31258945,-21857.0,2186.65822682613,64.455,3.593,Sub-Saharan Africa,Lower middle income,Accra,-0.6992238541639841,Net Emigration,2.0280971884696575,Lower Middle
GHA,Ghana,2020,31887809,-291.0,2195.45481659987,64.309,3.541,Sub-Saharan Africa,Lower middle income,Accra,-0.00912574457530149,Net Emigration,2.0117889455322224,Lower Middle
GHA,Ghana,2021,32518665,-11259.0,2445.18662529344,64.286,3.492,Sub-Saharan Africa,Lower middle income,Accra,-0.34623192557259036,Net Emigration,1.9783610720949918,Lower Middle
GHA,Ghana,2022,33149152,-10003.0,2229.89122647803,65.246,3.434,Sub-Saharan Africa,Lower middle income,Accra,-0.3017573420882682,Net Emigration,1.9388465055376614,Lower Middle
GHA,Ghana,2023,33787914,-10003.0,2383.90410483418,65.498,3.397,Sub-Saharan Africa,Lower middle income,Accra,-0.29605260626625246,Net Emigration,1.9269331535238132,Lower Middle
GHA,Ghana,2024,34427414,-13114.0,2390.77237652715,65.498,3.397,Sub-Saharan Africa,Lower middle income,Accra,-0.3809173700934958,Net Emigration,1.8926886104895457,Lower Middle
GIB,Gibraltar,2016,33658,401.0,,82.741,1.94,Europe & Central Asia,High income,,11.913958048606572,Net Immigration,,
GIB,Gibraltar,2017,34245,421.0,,82.858,1.93,Europe & Central Asia,High income,,12.293765513213609,Net Immigration,1.7440133103571176,
GIB,Gibraltar,2018,34854,442.0,,83.028,1.921,Europe & Central Asia,High income,,12.681471280197394,Net Immigration,1.7783618046430139,
GIB,Gibraltar,2019,35494,475.0,,83.183,1.912,Europe & Central Asia,High income,,13.382543528483687,Net Immigration,1.8362311355941907,
GIB,Gibraltar,2020,36173,514.0,,83.07,1.907,Europe & Central Asia,High income,,14.2094932684599,Net Immigration,1.9129993801769274,
GIB,Gibraltar,2021,36858,561.0,,80.274,1.899,Europe & Central Asia,High income,,15.22057626566824,Net Immigration,1.8936776048434023,
